,Loss
1245,67.67044830322266
1246,81.34693145751953
1247,87.24105072021484
1248,85.41194152832031
1249,75.59337615966797
1250,76.74999237060547
1251,81.76597595214844
1252,65.28693389892578
1253,71.19358825683594
1254,75.6695556640625
1255,81.9601821899414
1256,69.43245697021484
1257,80.14253234863281
1258,93.84881591796875
1259,78.71720886230469
1260,65.31918334960938
1261,77.29745483398438
1262,79.58037567138672
1263,110.71483612060547
1264,71.76846313476562
1265,82.22090911865234
1266,98.4364013671875
1267,85.45265197753906
1268,76.93378448486328
1269,63.341922760009766
1270,65.80062866210938
1271,66.16275787353516
1272,73.24591064453125
1273,78.22769927978516
1274,65.53683471679688
1275,68.39299774169922
1276,89.22119903564453
1277,88.95603942871094
1278,76.66896057128906
1279,88.97846221923828
1280,69.25487518310547
1281,63.986717224121094
1282,93.17982482910156
1283,82.99209594726562
1284,76.37156677246094
1285,82.45320129394531
1286,63.895023345947266
1287,55.56932830810547
1288,79.1971435546875
1289,70.15626525878906
1290,65.12315368652344
1291,75.5682601928711
1292,90.65777587890625
1293,76.53659057617188
1294,80.69097900390625
1295,73.0256118774414
1296,80.320556640625
1297,84.20861053466797
1298,100.70258331298828
1299,70.96449279785156
1300,75.56290435791016
1301,82.35205078125
1302,88.11930847167969
1303,70.6749267578125
1304,80.41763305664062
1305,69.7912826538086
1306,81.75765991210938
1307,92.83435821533203
1308,82.494873046875
1309,79.73027801513672
1310,80.13044738769531
1311,75.23126983642578
1312,85.9910888671875
1313,84.67735290527344
1314,78.62850952148438
1315,57.419559478759766
1316,88.27809143066406
1317,68.82240295410156
1318,65.93096160888672
1319,59.83565139770508
1320,68.19760131835938
1321,57.70857238769531
1322,79.06940460205078
1323,78.30677795410156
1324,94.02681732177734
1325,66.51557922363281
1326,82.3841552734375
1327,68.82862091064453
1328,73.03917694091797
1329,98.92068481445312
1330,81.18309020996094
1331,84.90971374511719
1332,80.93357849121094
1333,73.28938293457031
1334,90.87605285644531
1335,70.50144958496094
1336,94.59890747070312
1337,72.01223754882812
1338,98.20132446289062
1339,88.24077606201172
1340,65.41815948486328
1341,76.27910614013672
1342,73.01519775390625
1343,55.968910217285156
1344,60.870208740234375
1345,102.35861206054688
1346,67.91465759277344
1347,67.37017059326172
1348,66.90826416015625
1349,89.70283508300781
1350,81.47128295898438
1351,84.58121490478516
1352,76.33216094970703
1353,68.53813934326172
1354,60.53537368774414
1355,80.52285766601562
1356,101.1376953125
1357,85.39057922363281
1358,65.75055694580078
1359,91.78775024414062
1360,71.96796417236328
1361,74.47206115722656
1362,63.73387145996094
1363,85.54473114013672
1364,62.454715728759766
